"Ticker","Nazwa emitenta","Waluta","Rynek","Wartosc nominalna","Data poprzedniej wypłaty","Dni od poprzedniej wypłaty","Data nastepnej wypłaty","Dni do następnej wypłaty","Rodzaj oprocentowania obligacji","WIBOR","Oprocentowanie","Oprocentowanie w bieżącym okresie odsetkowym (%)","Odsetki skumulowane","Liczba transakcji wrzesień 2023","Liczba dni z transakcjami wrzesień 2023","Obroty [tys.] wrzesień 2023","Data autoryzacji","Data pierwszego notowania","Data wykupu","Wartosc emisji","Zabezpieczenie","Strona www emitenta"
"PGE0529","PGE","PLN","GPW ASO, BS ASO","1 000,00",2023-05-21,182,2023-11-21,2,"zmienne","WIBOR 6M","1.4%","8.35","27,68",0,0,0,"2019-08-21","2019-08-21","2029-05-21","1 000 000 000,00","NIE","www.gkpge.pl"
"PGE0529","PGE","PLN","GPW ASO, BS ASO","1 000,00",2023-05-21,182,2023-11-21,2,"zmienne","WIBOR 6M","1.4%","8.35","27,68",14,9,1452.72,"2019-08-21","2019-08-21","2029-05-21","1 000 000 000,00","NIE","www.gkpge.pl"
"PGF0924","POLSKA GRUPA FARMACEUTYCZNA","PLN","GPW ASO","1 000,00",2023-09-09,71,2023-12-09,20,"zmienne","WIBOR 3M","2.35%","8.95","2,45",0,0,0,"2022-09-16","2022-09-16","2024-09-09","130 000 000,00","TAK","www.pgf.com.pl"
"PHN0526","POLSKI HOLDING NIERUCHOMOŚCI","PLN","GPW ASO","1 000,00",NA,NA,2023-11-22,3,"zmienne","WIBOR 6M","3.95%","10.9","35,54",20,12,2605.28,"2023-07-25","2023-07-25","2026-05-22","220 000 000,00","NIE","www.phnsa.pl"
"PHN1224","POLSKI HOLDING NIERUCHOMOŚCI","PLN","GPW ASO","1 000,00",2023-06-10,162,2023-12-10,21,"zmienne","WIBOR 6M","2.95%","9.9","27,39",26,12,2136.66,"2021-02-22","2021-02-22","2024-12-10","325 000 000,00","NIE","www.phnsa.pl"
"PKN1225","ORLEN","PLN","GPW ASO","100 000,00",2023-06-22,150,2023-12-22,33,"zmienne","WIBOR 6M","0.95%","7.9","1 926,30",8,5,2658.63,"2020-12-29","2020-12-29","2025-12-22","1 000 000 000,00","NIE","www.orlen.pl"
"PKO0328","PKO BP","PLN","GPW ASO, BS ASO","500 000,00",2023-09-06,74,2024-03-05,107,"zmienne","WIBOR 6M","1.5%","7.97","1 528,49",0,0,0,"2018-03-29","2018-03-29","2028-03-06","1 000 000 000,00","NIE","www.pkobp.pl"
"PKO0328","PKO BP","PLN","GPW ASO, BS ASO","500 000,00",2023-09-06,74,2024-03-05,107,"zmienne","WIBOR 6M","1.5%","7.97","1 528,49",1,1,999.18,"2018-03-29","2018-03-29","2028-03-06","1 000 000 000,00","NIE","www.pkobp.pl"
"PKO0827","PKO BP","PLN","GPW ASO, BS ASO","100 000,00",2023-08-28,83,2024-02-28,101,"zmienne","WIBOR 6M","1.55%","8.08","487,01",0,0,0,"2017-09-27","2017-09-27","2027-08-28","1 700 000 000,00","NIE","www.pkobp.pl"
"PKO0827","PKO BP","PLN","GPW ASO, BS ASO","100 000,00",2023-08-28,83,2024-02-28,101,"zmienne","WIBOR 6M","1.55%","8.08","487,01",33,13,5487.15,"2017-09-27","2017-09-27","2027-08-28","1 700 000 000,00","NIE","www.pkobp.pl"
"PLY1226","P4 SP. Z O.O.","PLN","GPW ASO","500 000,00",2023-06-13,159,2023-12-13,24,"zmienne","WIBOR 6M","1.75%","8.7","11 679,45",1,1,500.13,"2020-02-28","2020-02-28","2026-12-11","750 000 000,00","NIE","www.play.pl/p4"
"PLY1227","P4 SP. Z O.O.","PLN","GPW ASO","1 000,00",2023-06-29,143,2023-12-29,40,"zmienne","WIBOR 6M","1.85%","8.8","19,77",19,6,552.15,"2021-03-16","2021-03-16","2027-12-29","500 000 000,00","NIE","www.play.pl/p4"
"PRF0125","PRAGMAGO","PLN","GPW RR","100,00",2023-10-27,23,2024-01-27,69,"zmienne","WIBOR 3M","6%","12.76","1,92",51,14,532.04,"2023-02-21","2023-02-21","2025-01-27","20 000 000,00","NIE","www.pragmago.pl"
"PRF0425","PRAGMAGO","PLN","GPW RR","100,00",2023-10-25,25,2024-01-25,67,"zmienne","WIBOR 3M","5.5%","12.29","1,92",56,15,261.46,"2023-05-24","2023-05-24","2025-04-25","25 000 000,00","NIE","www.pragmago.pl"
"PRF0525","PRAGMAGO","PLN","GPW RR","100,00",2023-11-12,7,2024-02-12,85,"zmienne","WIBOR 3M","3.9%","10.61","1,13",18,8,134.94,"2021-05-31","2021-05-31","2025-05-12","16 000 000,00","TAK","www.pragmago.pl"
"PRF0624","PRAGMAGO","PLN","GPW ASO","100,00",2023-09-18,62,2023-12-18,29,"stałe","","5.6%","5.6","0,03",23,12,146.49,"2021-01-25","2021-01-25","2024-06-18","7 000 000,00","TAK","www.pragmago.pl"
"PRF0626","PRAGMAGO","PLN","GPW ASO","100,00",2023-09-13,67,2023-12-13,24,"zmienne","WIBOR 3M","4%","10.6","0,20",5,3,30.87,"2022-07-20","2022-07-20","2026-06-13","10 000 000,00","TAK","www.pragmago.pl"
"PRF0925","PRAGMAGO","PLN","GPW RR","100,00",2023-09-27,53,2023-12-27,38,"zmienne","WIBOR 3M","5.3%","12.2","2,84",61,16,391.93,"2023-07-13","2023-07-13","2025-09-27","20 000 000,00","NIE","www.pragmago.pl"
"PRF1025","PRAGMAGO","PLN","GPW RR","100,00",2023-10-01,49,2024-01-01,43,"zmienne","WIBOR 3M","3.8%","10.7","2,37",3,3,36.77,"2021-10-20","2021-10-20","2025-10-01","17 000 000,00","TAK","www.pragmago.pl"
"PRF1026","PRAGMAGO","PLN","GPW RR","100,00",2023-10-28,22,2024-01-28,70,"zmienne","WIBOR 3M","4%","10.74","1,59",11,3,237.74,"2022-11-08","2022-11-08","2026-10-28","12 779 200,00","TAK","www.pragmago.pl"
"PRF1124","PRAGMAGO","PLN","GPW ASO","100,00",2023-11-10,9,2024-02-10,83,"stałe","","5.75%","5.75","0,65",15,8,43.62,"2020-12-16","2020-12-16","2024-11-10","12 000 000,00","TAK","www.pragmago.pl"
"PRF1225","PRAGMAGO","PLN","GPW ASO","100,00",2023-09-23,57,2023-12-23,34,"zmienne","WIBOR 3M","4%","10.9",NA,2,2,8.54,"2022-01-21","2022-01-21","2025-12-23","16 000 000,00","TAK","www.pragmago.pl"
"PZU0727","PZU","PLN","GPW ASO, BS ASO","100 000,00",2023-07-29,113,2024-01-29,71,"zmienne","WIBOR 6M","1.8%","8.44","1 202,41",0,0,0,"2017-08-01","2017-08-01","2027-07-29","2 250 000 000,00","NIE","www.pzu.pl"
"PZU0727","PZU","PLN","GPW ASO, BS ASO","100 000,00",2023-07-29,113,2024-01-29,71,"zmienne","WIBOR 6M","1.8%","8.44","1 202,41",46,15,16337.23,"2017-08-01","2017-08-01","2027-07-29","2 250 000 000,00","NIE","www.pzu.pl"
"ROB0626","ROBYG","PLN","GPW ASO","1 000,00",2023-06-17,155,2023-12-17,28,"zmienne","WIBOR 6M","2.4%","9.35","24,08",0,0,0,"2021-06-25","2021-06-25","2026-06-17","150 000 000,00","NIE","www.robyg.com.pl"
"ROB1224","ROBYG","PLN","GPW ASO","100 000,00",2023-06-04,168,2023-12-04,15,"zmienne","WIBOR 6M","2.95%","9.9","2 902,19",0,0,0,"2020-04-09","2020-04-09","2024-12-04","100 000 000,00","NIE","www.robyg.com.pl"
"ROB1225","ROBYG","PLN","GPW ASO","1 000,00",2023-06-22,150,2023-12-22,33,"zmienne","WIBOR 6M","4.85%","11.8","28,77",0,0,0,"2022-12-30","2022-12-30","2025-12-22","110 000 000,00","NIE","www.robyg.com.pl"
"RON0424","RONSON","PLN","GPW ASO","1 000,00",2023-10-02,48,2024-04-02,135,"zmienne","WIBOR 6M","4.3%","11.25","52,40",37,12,568.31,"2020-10-08","2020-10-08","2024-04-02","100 000 000,00","NIE","www.ronson.pl"
"RON0425","RONSON","PLN","GPW ASO","1 000,00",2023-10-15,35,2024-04-15,148,"zmienne","WIBOR 6M","4%","10.95","47,10",35,16,676.27,"2021-04-23","2021-04-23","2025-04-15","100 000 000,00","NIE","www.ronson.pl"
"RON0726","RONSON","PLN","GPW ASO","1 000,00",NA,NA,2024-01-03,45,"zmienne","WIBOR 6M","4.2%","11.15","23,83",0,0,0,"2023-07-07","2023-07-07","2026-07-03","60 000 000,00","TAK","www.ronson.pl"
"RPO0626","R.POWER S.A.","PLN","GPW ASO","1 000,00",2023-06-02,170,2023-12-02,13,"zmienne","WIBOR 6M","4.95%","11.9","35,54",5,4,43.39,"2021-09-20","2021-09-20","2026-06-02","305 000 000,00","TAK","www.rpower.solar"
"SPL0325","SANTANDER BANK POLSKA","PLN","GPW ASO","500 000,00",2023-09-30,50,2024-03-31,133,"zmienne","WIBOR 6M","1.9%","8.85","20 973,29",0,0,0,"2023-04-18","2023-04-18","2025-03-31","1 900 000 000,00","NIE","www.santander.pl"
"SPL0428","SANTANDER BANK POLSKA","PLN","GPW ASO, BS ASO","500 000,00",2023-10-05,45,2024-04-05,138,"zmienne","WIBOR 6M","1.6%","8.55","19 559,59",0,0,0,"2018-05-11","2018-05-11","2028-04-05","1 000 000 000,00","NIE","www.santander.pl"
"SPL0428","SANTANDER BANK POLSKA","PLN","GPW ASO, BS ASO","500 000,00",2023-10-05,45,2024-04-05,138,"zmienne","WIBOR 6M","1.6%","8.55","19 559,59",0,0,0,"2018-05-11","2018-05-11","2028-04-05","1 000 000 000,00","NIE","www.santander.pl"
"TDJ0624","INVEST TDJ ESTATE","PLN","GPW ASO","1 000,00",2023-06-03,169,2023-12-03,14,"zmienne","WIBOR 6M","3.5%","10.45","30,92",5,2,402.18,"2022-05-23","2022-05-23","2024-06-03","115 000 000,00","TAK","www.tdj.pl"
"TPE1025","TAURON POLSKA ENERGIA","PLN","GPW ASO","1 000,00",2023-10-30,20,2024-04-30,163,"zmienne","WIBOR 6M","1.35%","8.3","32,29",8,5,2071.87,"2021-01-19","2021-01-19","2025-10-30","1 000 000 000,00","NIE","www.tauron.pl"
"UD10426","UNIDEVELOPMENT","PLN","GPW ASO","1 000,00",2023-10-05,45,2024-01-05,47,"zmienne","WIBOR 3M","5.25%","12.15","25,30",0,0,0,"2023-09-06","2023-09-06","2026-04-05","11 400 000,00","TAK","https://unidevelopment.pl/"
"UDV0426","UNIDEVELOPMENT","PLN","GPW ASO","1 000,00",2023-10-05,45,2024-01-05,47,"zmienne","WIBOR 3M","5.25%","12.15","25,30",6,4,47.5,"2023-09-06","2023-09-06","2026-04-05","23 500 000,00","TAK","https://unidevelopment.pl/"
"UNI0324","UNIBEP SA","PLN","GPW ASO","100,00",2023-09-30,50,2024-03-31,133,"zmienne","WIBOR 6M","3.5%","10.45","4,92",0,0,0,"2021-05-17","2021-05-17","2024-03-31","50 000 000,00","NIE","www.unibep.pl"
"UNI1124","UNIBEP SA","PLN","GPW ASO","100,00",2023-05-24,179,2023-11-24,5,"zmienne","WIBOR 6M","3.5%","10.45","3,38",0,0,0,"2021-12-29","2021-12-29","2024-11-24","50 057 000,00","NIE","www.unibep.pl"
"VI10825","VICTORIA DOM SPÓŁKA AKCYJNA","PLN","GPW ASO","1 000,00",2023-08-30,81,2023-11-30,11,"zmienne","WIBOR 3M","5.3%","11.49","6,30",9,6,109.86,"2022-09-07","2022-09-07","2025-08-30","5 272 000,00","NIE","www.victoriadom.pl"
"VIC0125","VICTORIA DOM SPÓŁKA AKCYJNA","PLN","GPW ASO","1 000,00",2023-10-11,39,2024-04-11,144,"zmienne","WIBOR 6M","5.5%","12.95","57,12",65,18,629.27,"2021-10-20","2021-10-20","2025-01-11","70 000 000,00","NIE","www.victoriadom.pl"
"VID0326","VICTORIA DOM SPÓŁKA AKCYJNA","PLN","GPW ASO","1 000,00",2023-05-31,172,2023-11-30,11,"zmienne","WIBOR 6M","7.5%","14.45","43,94",67,14,905.87,"2023-04-04","2023-04-04","2026-03-21","50 184 000,00","NIE","www.victoriadom.pl"
"VID0624","VICTORIA DOM SPÓŁKA AKCYJNA","PLN","GPW ASO","1 000,00",2023-06-23,149,2023-12-23,34,"zmienne","WIBOR 6M","5.5%","12.95","31,22",21,7,313.21,"2021-06-30","2021-06-30","2024-06-23","49 432 000,00","NIE","www.victoriadom.pl"
"VID0626","VICTORIA DOM SPÓŁKA AKCYJNA","PLN","GPW ASO","1 000,00",NA,NA,2023-12-21,32,"zmienne","WIBOR 6M","7%","13.95","33,63",14,5,70.04,"2023-06-30","2023-06-30","2026-06-21","11 200 000,00","NIE","www.victoriadom.pl"
"VID1023","VICTORIA DOM SPÓŁKA AKCYJNA","PLN","GPW ASO","1 000,00",2023-10-28,22,NA,NA,"zmienne","WIBOR 6M","6%","13.45","53,06",7,3,20.05,"2020-11-12","2020-11-12","2023-10-28","32 890 000,00","NIE","www.victoriadom.pl"
"VOX0625","VOXEL","PLN","GPW ASO","800,00",2023-06-24,148,2023-12-23,34,"zmienne","WIBOR 6M","3.1%","10.05","19,16",3,3,7.74,"2021-06-30","2021-06-30","2025-06-24","40 000 000,00","NIE","www.voxel.pl"
"WBE1023","WB ELECTRONICS","PLN","GPW ASO","1 000,00",2023-10-27,23,NA,NA,"zmienne","WIBOR 3M","2.56%","9.3","13,76",3,3,10.18,"2020-12-30","2020-12-30","2023-10-27","60 000 000,00","TAK","www.wb.com.pl"
"WSD0225","WHITE STONE DEVELOPMENT","PLN","GPW ASO","1 000,00",2023-08-20,91,2023-11-20,1,"zmienne","WIBOR 3M","5.45%","12.13","9,97",12,8,122.36,"2021-11-10","2021-11-10","2025-02-20","22 000 000,00","TAK","www.white-stone.pl"
"WSD0724","WHITE STONE DEVELOPMENT","PLN","GPW ASO","1 000,00",2023-10-01,49,2024-01-01,43,"zmienne","WIBOR 3M","5.2%","12.1","26,52",18,9,152.11,"2021-11-10","2021-11-10","2024-07-01","11 250 000,00","TAK","www.white-stone.pl"
"CAV0127","CAVATINA HOLDING","EUR","GPW RR","100,00",NA,NA,2024-01-26,68,"zmienne","EURIBOR 6M","6%","9.937","1,50",8,5,12.27,"2023-07-31","2023-07-31","2027-01-26","4 366 900,00","TAK","www.cavatina.pl"
"ECH1024","ECHO INVESTMENT","EUR","GPW ASO","1 000,00",2023-10-23,27,2024-04-23,156,"stałe","","4.5%","4.5","18,37",0,0,0,"2020-11-02","2020-11-02","2024-10-23","40 000 000,00","NIE","www.echo.com.pl"
"MLP0124","MLP GROUP","EUR","GPW ASO","1 000,00",2023-10-22,28,2024-01-22,64,"zmienne","EURIBOR 3M","3.95%","7.596","12,28",0,0,0,"2022-07-28","2022-07-28","2024-01-22","4 000 000,00","NIE","www.mlp.pl"
"MLP0225","MLP GROUP","EUR","GPW ASO","1 000,00",2023-08-19,92,2024-02-19,92,"zmienne","EURIBOR 6M","2.95%","6.914","5,87",0,0,0,"2020-02-26","2020-02-26","2025-02-19","45 000 000,00","NIE","www.mlp.pl"
"MLP0524","MLP GROUP","EUR","GPW ASO","1 000,00",2023-11-17,2,2024-05-17,180,"zmienne","EURIBOR 6M","2.3%","5.938","20,34",0,0,0,"2021-11-24","2021-11-24","2024-05-17","20 000 000,00","NIE","www.mlp.pl"
"MLP0525","MLP GROUP","EUR","GPW ASO","1 000,00",NA,NA,2023-11-24,5,"zmienne","EURIBOR 6M","3.95%","7.657","24,75",0,0,0,"2023-07-20","2023-07-20","2025-05-26","29 000 000,00","NIE","www.mlp.pl"
"ORL0730","ORLEN","EUR","GPW RR","100 000,00",NA,NA,2024-07-13,237,"stałe","","4.75%","4.75","882,51",0,0,0,"2023-08-04","2023-08-04","2030-07-13","500 000 000,00","NIE","www.orlen.pl"
"PKN0528","ORLEN","EUR","GPW RR","100 000,00",2023-05-27,176,2024-05-27,190,"stałe","","1.125%","1.125","353,48",0,0,0,"2021-06-28","2021-06-28","2028-05-27","500 000 000,00","NIE","www.orlen.pl"
"PKO0226","PKO BP","EUR","GPW RR","100 000,00",NA,NA,2024-02-01,74,"stałe","","5.625%","5.625","3 544,52",0,0,0,"2023-04-21","2023-04-21","2026-02-01","750 000 000,00","NIE","www.pkobp.pl"
"VAN0727","VANTAGE DEVELOPMENT","EUR","GPW ASO","1 000,00",NA,NA,2024-01-12,54,"zmienne","EURIBOR 6M","2.9%","6.844","5,06",0,0,0,"2023-08-31","2023-08-31","2027-07-12","24 000 000,00","TAK","www.vantage-sa.pl"
